brand_raw,brand_slug,product_name_raw,product_name_norm,url,image_url,form_guess,life_stage_guess,ingredients_raw,ingredients_language,kcal_per_100g,protein_percent,fat_percent,fiber_percent,ash_percent,moisture_percent,pack_sizes,gtin,source,ingested_at,row_hash,product_key_candidate
Dachshund,Dachshund,superfood pate,superfood pate,https://www.allaboutdogfood.co.uk/dog-food-reviews/4142/dachshund-superfood-pate,,wet,unknown,"Chicken (65%), Sweet Potato (4%), Carrot (4%), Peas (1%), Broccoli (1%), Mixed Herbs (0.5%), Sunflower Oil (0.1%), Prebiotic Mannan-Oligosaccharides (111mg/kg), Seaweed (55.6mg/kg), Glucosamine (38.9mg/kg), Chondroitin (22.2mg/kg), Yucca Extract (22.2mg/kg), Cranberry Extract (22.2mg/kg), Yeast Extract (11.1mg/kg), Vegetables, Vitamins, Minerals.",en,,,,,,,,,aadf,2025-09-12T08:53:18.506899,301212d0e8c8c867d601198c8a920597,f0cd6aa87f15a6ea
Nature's Menu,Natures Menu,original cans puppy,original cans,https://www.allaboutdogfood.co.uk/dog-food-reviews/0944/natures-menu-original-cans-puppy,,wet,puppy,"Chicken 55%, Turkey 15%, Seaweed 1%, Spinach 1%, Sunflower Oil 1%, Yucca Extract, Green Tea Extract, Yeast Extract.",en,,,,,,,,,aadf,2025-09-12T08:53:18.507000,ee8172166b700625cd2b58b39c766924,cf6ebf96929211cd
Symply,Symply,adult grain free trays,grain free trays,https://www.allaboutdogfood.co.uk/dog-food-reviews/2213/symply-adult-grain-free-trays,,wet,adult,"Chicken (72%), Butternut Squash (4%), Peas (3%), Carrots (1%), Minerals, Salmon Oil (0.5%), Alfalfa, Seaweed (0.12%), Prebiotic (Fructooligosaccharide, Yucca Extract).",en,,,,,,,,,aadf,2025-09-12T08:53:18.507081,258f2e597c538bd19a8dead3e6b48dca,42d64b51d460b1ce
Royal Canin,Royal Canin,pug puppy,pug,https://www.allaboutdogfood.co.uk/dog-food-reviews/2758/royal-canin-pug-puppy,,wet,puppy,"Dehydrated Poultry Protein, Rice, Maize, Animal Fats, Beet Pulp, Maize Flour, Vegetable Protein Isolate, Maize Gluten, Hydrolysed Animal Proteins, Fish Oil, Minerals, Soya Oil, Fructo-Oligo-Saccharides (0.34%), Hydrolysed Yeast, Yeasts Extracts, Borage Oil, Marigold Extract.",en,,,,,,,,,aadf,2025-09-12T08:53:18.507197,9a99f83d839692958b47c8d8cae8d092,870bf54ead4cdf7a
Ava,Ava,wet food adult weight management,weight management,https://www.allaboutdogfood.co.uk/dog-food-reviews/1794/ava-wet-food-adult-weight-management,,wet,adult,"Chicken (26%), Brown Rice (10%), Minerals, Brewers Yeast, Sunflower Oil, Whole Dried Egg, Pre-Biotic Fructo-Oligosaccharide (400mg/kg), Beta-Glucans, Glucosamine (250 mg/kg), Pre-Biotic Mannan-Oligosaccharide (100mg/kg), Chondroitin (100 mg/kg), Yucca Extract (50mg/kg), Cranberry Extract, Pomegranate Extract, Green Tea Extract, Rosemary Extract.",en,,,,,,,,,aadf,2025-09-12T08:53:18.507335,7af12c54b2291598bd7b50744a53f06d,47e60e849a7f3e3b
Autarky,Autarky,adult grain free dry,grain free,https://www.allaboutdogfood.co.uk/dog-food-reviews/1633/autarky-adult-grain-free-dry,,dry,adult,"Fish (min 25% White Fish Meal, 8% Freshly Prepared Fish), Potato (min 24%), Pea Starch, Sweet Potato, Rapeseed Oil, Fish Oil, Unmolassed Beet Pulp, Peas, Yeast (0.1%), Alfalfa, Seaweed, Carrots, Minerals, Milk Thistle, Parsley, Marine Algae, Glucosamine, Nettle, Marigold, Olive Extract, Mint, Green Lipped Mussel, Yucca Schidigera, Fenugreek, Blackcurrant, Thyme, Oregano, Carob Pod Meal, Aniseed, Pomegranate, Turmeric, Dandelion, Ginger, Rosemary.",en,,,,,,,,,aadf,2025-09-12T08:53:18.507469,59630f6b72b056ecdeff98b3a4b58661,38cefd30e757a196
Vetspec,Vetspec,puppy and junior formula,and formula,https://www.allaboutdogfood.co.uk/dog-food-reviews/2117/vetspec-puppy-and-junior-formula,,wet,puppy,"Chicken (26.2%), Chicken Meat Meal (26.2%), Potato (24.2%), Chicken Fat (6.2%), Peas (4.6%), Whole Linseeds, Sugar Beet Pulp, Chicken Digest as Gravy (1.6%), Fish Oil, Calcium Carbonate, Sodium Chloride, Culinary Herbs Blend (Dried Seaweed 0.2%, Chicory Extract 0.31%, Yeast Extract 0.08%, Alfalfa, Yucca Extract, Rosemary, Fennel, Basil, Thyme, Oregano, Parsley, Aniseed), Taurine, Dl-Methionine, Lysine Hcl.",en,,,,,,,,,aadf,2025-09-12T08:53:18.507564,a8ddceb16b7fe3ede1b641b1bccb28e5,0c45cb952f93cfa8
Nourish,Nourish,grain free senior,grain free,https://www.allaboutdogfood.co.uk/dog-food-reviews/2545/nourish-grain-free-senior,,wet,senior,"Trout & Salmon 50% (Freshly Prepared Trout 30%, Dried Salmon 11%, Freshly Prepared Salmon 4%, Salmon Oil 3%, Salmon Stock 2%), Sweet Potato (24%), Potato, Peas (6%), Beet Pulp, Pea Protein, Linseed, Potato Protein, Minerals, Vitamins, Vegetable Stock, Asparagus (0.3%), Glucosamine (170 mg/kg), Methylsulfonylmethane (170 mg/kg), Chondroitin Sulphate (125 mg/kg), FOS (96 mg/kg), MOS (24 mg/kg)",en,,,,,,,,,aadf,2025-09-12T08:53:18.507646,0dc5d1516f2a9a8ceb5b8254f56c09b0,a2475ecc9917fcf8
Ava,Ava,small breed adult,,https://www.allaboutdogfood.co.uk/dog-food-reviews/1781/ava-small-breed-adult,,wet,adult,"Chicken 46% (Chicken Meal 26%, Fresh Chicken 12.5%, Chicken Fat 5%, Chicken Gravy 2.5%), Brown Rice (23%), Maize (19%), Beet Pulp (4%), Brewers Yeast, Salmon Oil, Whole Dried Egg, Minerals, Pre-Biotic Fructooligosaccharide (1600mg/kg), Beta-Glucans, Pre-Biotic Mannanoligosaccharides (400mg/kg), Yucca Extract (200mg/kg), Glucosamine (200mg/kg), Chondroitin (150mg/kg), Cranberry Extract, Green Tea Extract, Pomegranate Extract, Rosemary Extract.",en,,,5.0,,,,,,aadf,2025-09-12T08:53:18.507776,00a1ff9c1d6d32ecf691b0b43403e3d5,faeb49827555bb56
Fleischeslust,Fleischeslust,classic sausage,classic sausage,https://www.allaboutdogfood.co.uk/dog-food-reviews/1311/fleischeslust-classic-sausage,,wet,unknown,"80% Poultry Meat and Innards (40% Poultry Meat, 25% Poultry Necks, 10% Poultry Heart, 5% Poultry Liver), 10% Carrots, 4% Sweet Potatoes, Blueberries, Celery Root, Ground Pumpkin Seeds, Sea Salt, Eggshell Powder, Chamomile, Yucca Root Extract.",en,,14.5,,,,,,,aadf,2025-09-12T08:53:18.507887,1789056ed5c69ac39e50e5b9f05752d1,9c649e05c85a4bc6
Bug,Bug,bakes regular,bakes regular,https://www.allaboutdogfood.co.uk/dog-food-reviews/2413/bug-bakes-regular,,wet,unknown,"Insect 33% (28% Meal, 5% Oil), Barley 27%, Oats 13%, Apple 4%, Carrot 4%, Linseed 4%, Beet Pulp 4%, Vegetable Gravy 4%, Minerals, Vitamins, Brewers Yeast 1%, Seaweed 1%, Blueberry, Prebiotic MOS, Chicory Root Extract, Glucosamine (400mg/kg), Chondroitin (200mg/kg).",en,,,,,,,,,aadf,2025-09-12T08:53:18.507965,ec01d54e3cc069b827f1ff1f159cdee8,4222c06dbf51a647
Leader,Leader,adult slimline large breed,slimline,https://www.allaboutdogfood.co.uk/dog-food-reviews/2304/leader-adult-slimline-large-breed,,wet,adult,"Dehydrated Turkey (21%), Brown Rice, White Rice, Pea Starch, Potato Starch, Dehulled Oats, Chicken Fat, Whole Linseed, Minerals, Alfalfa, Hydrolysed Liver Protein, Yeast Extract, Chicory Inulin, Dried Cranberries, Dried Beetroot, Rosemary, Ginger, Turmeric, Glucosamine Hydrochloride, Yucca Schidigera, Chondroitin Sulphate.",en,,,,,,,,,aadf,2025-09-12T08:53:18.508056,906a135081ff35b29b1f343ef3a4e131,0926eb01ca5fd7d4
Wilsons,Wilsons,premium cold pressed,premium cold pressed,https://www.allaboutdogfood.co.uk/dog-food-reviews/2131/wilsons-premium-cold-pressed,,wet,senior,"Dry Ground Turkey (17%), Sweet Potato, Peas, Tapioca, Dry Ground Duck (15%), Rapeseed Oil, Turkey Fat (3%), Turkey Hydrolysate (3%), Beet Pulp, Apple, Kale, Seaweed, Chicory, Inuline, Dl Methionine (1500 mg/kg), L Tryptophan (1000 mg/kg), Mannan Oligosaccharides (500 mg/kg), Postbiotic Yeast (500 mg/kg), Glucosamine (400 mg/kg), Chondroitin Sulphate (300 mg/kg), Yucca Schidigera, Carnitine (50 mg/kg), Cranberry, Dandelion Root, Marigold Yellow, Lutein, Natural Antioxidants (Vitamin E, Rosemary), Ginger, Turmeric, Thyme.",en,,,,,,,,,aadf,2025-09-12T08:53:18.508212,fb240fc174b0702582af7ba09d41e61b,193f9224693956dd
Beco,Beco,wet food can,can,https://www.allaboutdogfood.co.uk/dog-food-reviews/3052/beco-wet-food-can,,wet,senior,"MSC Certified Tuna (50%), Green Peas (7.5%), Pumpkin (4%), Sunflower Oil, Algae, Minerals, Lignocellulose.",en,,,,,,,,,aadf,2025-09-12T08:53:18.508295,9a96a9772ebb87937970e70552b794de,718cf52bbd076b3c
Growling,Growling,tums gourmet adult,tums gourmet,https://www.allaboutdogfood.co.uk/dog-food-reviews/2532/growling-tums-gourmet-adult,,dry,adult,"Salmon & Trout 50% (Freshly Prepared Salmon & Trout 36%, Dried Salmon 12%, Salmon Stock 2%), Sweet Potato (24%), Peas (9%), Potato, Beet Pulp, Linseed, Omega 3 Supplement, Minerals, Vitamins, Vegetable Stock, Asparagus (0.3%), FOS (96 mg/kg), MOS (24 mg/kg).",en,,,,,,,,,aadf,2025-09-12T08:53:18.508376,ab6cd28f73fa8e21e8867f84b941f6e9,250cf227889ee898
Carnilove,Carnilove,true fresh adult,true fresh,https://www.allaboutdogfood.co.uk/dog-food-reviews/2642/carnilove-true-fresh-adult,,raw,adult,"Fresh Turkey (60%), Peas, Chicken Fat, Chickpeas, Dried Apples, Red Lentils (4%), Pumpkin, Natural Flavours, Salmon Oil (2%), Carrots, Dried Eggs Shells, Lemna Protein (0.5%), Spirulina (0.3%), Dried Sea Buckthorn (0.2%), Dried Ginger Root (0.1%), Dried Blueberries (0.1%), Dried Rosemary (0.1%), Dried Cranberries (0.1%), Dried Thyme (0.1%), Glucosamine (0.026%), Green Lipped Mussels (0.025%), Chondroitin Sulfate (0.016%), Brewers Yeast (Mannanoligosaccharides 0.015%), Chicory Root (Fructooligosaccharides 0.01%), Mojave Yucca (0.01%).",en,,,,,,,,,aadf,2025-09-12T08:53:18.508475,0d31bcafa2c7b093aa8b9dd914763f88,e0f65055f2b93b56
Salubrious,Salubrious,healthy dog food cold pressed grain and gluten free gastrointestinal,healthy dog food cold pressed grain and gluten free gastrointestinal,https://www.allaboutdogfood.co.uk/dog-food-reviews/4374/salubrious-healthy-dog-food-cold-pressed-grain-and-gluten-free-gastrointestinal,,wet,unknown,"Turkey 36%, Sweet Potato 27%, Potato 20%, Salmon Protein 5%, Chicken Oil 5%, Whole Egg (5%), Beet Pulp, Psyllium Husks and Seeds, Brewers Yeast, Minerals, Chicken Gravy, Prebiotic (Inulin), Alfalfa, Salmon Oil, Sunflower Oil, Herbal Blend 0.25% (Chicory Root, Parsley, Thyme, Nettle Leaf, Rosemary, Camomile Leaf, Sage, Yucca Extract, Rosehip, Dandelion Leaf, Turmeric, Aniseed), Glucosamine 0.1%, Green Lipped Mussel (0.05%), Chondroitin Sulphate (0.05%).",en,,5.0,,,,,,,aadf,2025-09-12T08:53:18.508580,e358194c569f8665179650893a91f3a1,e1e6e3de2507a98f
Acana,Acana,singles,singles,https://www.allaboutdogfood.co.uk/dog-food-reviews/1523/acana-singles,,wet,unknown,"Raw Grass-Fed Lamb (18%), Lamb Meat Meal (18%), Whole Green Peas, Whole Red Lentils, Raw Lamb Liver (4%), Lamb Fat (4%), Fresh Red Delicious Apples (4%), Whole Garbanzo Beans, Whole Green Lentils, Whole Yellow Peas, Raw Lamb Tripe (2%), Raw Lamb Kidney (2%), Dried Lamb Cartilage (2%), Lentil Fiber, Marine Algae 1.2% (Pure and Sustainable Source of Dha and Epa), Fresh Whole Butternut Squash, Fresh Whole Pumpkin, Dried Brown Kelp, Freeze-Dried Lamb Liver (0.1%), Salt, Fresh Whole Cranberries, Fresh Whole Blueberries, Chicory Root, Turmeric Root, Milk Thistle, Burdock Root, Lavender, Marshmallow Root, Rosehips, Enterococcus Faecium.",en,,,,,,,,,aadf,2025-09-12T08:53:18.508681,3f15c11ff0603bc3fc2377c92ba8949e,4a2be2d691428456
Husse,Husse,valp maxi,valp maxi,https://www.allaboutdogfood.co.uk/dog-food-reviews/0805/husse-valp-maxi,,wet,adult,"Chicken Meal 30%, Rice, Pork Fat, Wheat Meal, Wheat, Linseed, Vegetable Fibres, Hydrolysed Animal Protein, Salmon Meal 2%, Salmon Oil, Yeast, Salt, Fructo-Oligosaccharides (0.5%), Dried Whole Eggs, Potassium Chloride, Vegetable Oil, Mannan-Oligosaccharides (0.1%), Lecithin, Fatty Acid Salt, Sea Algae, Tagetes.",en,,,,,,,,,aadf,2025-09-12T08:53:18.508838,3f744cf541c4b55d52472f2bdd278ef1,df4bc1013bae0cd4
Ydolo,Ydolo,dry adult chicken,,https://www.allaboutdogfood.co.uk/dog-food-reviews/4233/ydolo-dry-adult-chicken,,dry,adult,"75% Fresh Meat and Wild Caught Fish (45% Chicken, 15% Sardines, 15% Anchovies), 20% Sweet Potato, 3% Health Mix (Banana 4487 mg/kg), Artichoke (4188 mg/kg), Chicory, Alfalfa (2991 mg/kg), Apples (2692 mg/kg), Broccoli (2542 mg/kg), Blueberries (2393 mg/kg) Sprouts (2094 mg/kg), Green Lipped Mussel (1496 mg/kg), Rosemary (1196 mg/kg), Thyme (897 mg/kg), Oregano (598 mg/kg), Milk Thistle, Spirulina, Olive Oil, Yucca), 1% Trout Oil, Glucosamine (1000 mg/kg), Chondroitin (850 mg/kg), MSM (650 mg/kg).",en,,,,,,,,,aadf,2025-09-12T08:53:18.508938,37d3f99f4bb660d43a8303f6f3401fc1,4f65f5871e986c71
Lifestage,Lifestage,grain free raw puppy,grain free,https://www.allaboutdogfood.co.uk/dog-food-reviews/4346/lifestage-grain-free-raw-puppy,,wet,puppy,"Chicken with Bone (40%), Beef Tripe (15%, Chicken Liver (10%), Beef with Bone (10%), Beef Kidney (5%), Green Vegetables (9%), Carrots (5%), Butternut Squash (4%), Blueberries (1%), Salmon Oil (0.5%), Chicory Root (0.25%), Kelp (0.25%).",en,,,,,,,,,aadf,2025-09-12T08:53:18.509037,2ede7dd39baa60c8ba800848cc846b3f,990d6d86edc2d401
Nutriment,Nutriment,liver support,liver support,https://www.allaboutdogfood.co.uk/dog-food-reviews/1979/nutriment-liver-support,,wet,adult,"60% White Fish (Haddock, Pollock), 15% Tripe, 10% Beef Heart, 5% Beef Liver, Butternut Squash, Pumpkin Seeds, Sunflower Seeds, Broccoli, Parsley, Dandelion Root Powder, Basil, Kelp.",en,,,,,,,,,aadf,2025-09-12T08:53:18.509146,a37733c1aa3f575b33cbfd7c78344883,d45d7a828131043b
Leader,Leader,adult medium breed,,https://www.allaboutdogfood.co.uk/dog-food-reviews/0843/leader-adult-medium-breed,,wet,adult,"Dehydrated Chicken (26%), Brown Rice, White Rice, Chicken Fat, Dehulled Oats, Whole Linseed, Minerals, Alfalfa, Hydrolysed Liver Protein, Yeast Extract, Chicory Inulin, Dried Cranberries, Dried Beetroot, Rosemary, Ginger, Turmeric, Glucosamine Hydrochloride, Yucca Schidigera, Chondroitin Sulphate.",en,,,,,,,,,aadf,2025-09-12T08:53:18.509223,c9fba4193177592c966a34b33b84d1fe,765c4e857fd35b6a
Butchers,Butchers,joints and coat foil,joints and coat foil,https://www.allaboutdogfood.co.uk/dog-food-reviews/2400/butchers-joints-and-coat-foil,,wet,unknown,"British and Irish Farmed Meats (Chicken 40.5%, Beef 13.5%), Broth 43% (Including Water and Dried Seaweed), Salmon Oil 1%, Minerals, Dried Algae Oil 0.12%, Green Lipped Mussel 0.07%, Parsley, Glucosamine 0.015%, Chicory Root, Rosehip, Mint, Chondroitin 0.007%.",en,,,,,,,,,aadf,2025-09-12T08:53:18.509333,e775516e8c6368f88fd0758196c4c937,4ea9bbdeb93e61f7
Wonderdog,Wonderdog,puppy grain free,grain free,https://www.allaboutdogfood.co.uk/dog-food-reviews/2626/wonderdog-puppy-grain-free,,wet,puppy,"Chicken Meat Meal 44%, Sweet Potato 25%, Potato 12%, Poultry Fat, Linseed, Dried Sugar Beet Pulp, Digest, Seaweed Meal, Monocalcium Phosphate, Vitamins & Minerals Supplement, Salt, Yucca Schidigera Extract.",en,,,,,,,,,aadf,2025-09-12T08:53:18.509445,903a55726898c1b94e2d08b644343922,7005015baa98a331
Michies,Michies,of cornwall premium complete adult,of cornwall premium complete,https://www.allaboutdogfood.co.uk/dog-food-reviews/2953/michies-of-cornwall-premium-complete-adult,,unknown,adult,"30% Wild Venison, 25% Turkey, 5% Wild Venison Liver, 5% Wild Venison Kidney, 5% Wild Venison Heart, Seasonal Greens, Cooked White Potato, Fresh Carrot, Fresh Apple, Cooked Sweet Potato, Alfalfa, Organic Cod Liver Oil, Organic Coconut Oil, Organic Sea Kelp, Organic Turmeric.",en,,,,,,,,,aadf,2025-09-12T08:53:18.509553,a5d7c9e9e99a4c11f974c3ba3ebebe3e,52578145ca935bc7
Wainwrights,Wainwrights,adult,,https://www.allaboutdogfood.co.uk/dog-food-reviews/0619/wainwrights-dry-adult,,wet,adult,"Lamb 33% (Dried Lamb 28%, Freshly Prepared Lamb 5%), Brown Rice (26%), Whole Grain Barley (26%), Whole Ground Oats (4.5%), Rapeseed Oil, Beet Pulp (4%), Linseed (2%), Seaweed (0.2%), Yucca Extract (0.02%).",en,,,,,,,,,aadf,2025-09-12T08:53:18.509643,bccecc1a7fe9d6f81400251fd06c05bd,a8738ec35fab553a
Pro Plan,Pro Plan,veterinary diet dermatosis dry,veterinary diet dermatosis,https://www.allaboutdogfood.co.uk/dog-food-reviews/3881/pro-plan-veterinary-diet-dermatosis-dry,,dry,adult,"Corn Starch, Rapeseed Meal, Pea Protein, Dried Herring Protein, Pork Fat, Digest, Fish Oil, Minerals, Rapeseed Oil",en,,,,,,,,,aadf,2025-09-12T08:53:18.509726,ba8dd41ed878d6d9cc9607b8ca0d2304,bdbdf8a0cd804b9b
Millies Wolfheart,Millies Wolfheart,countryside mix,countryside mix,https://www.allaboutdogfood.co.uk/dog-food-reviews/1012/millies-wolfheart-countryside-mix,,dry,unknown,"Freshly Prepared Duck (23%), Freshly Prepared Lamb (20%), Sweet Potato (16%), Dried Duck (15.5%), Potato, Lucerne, Dried Lamb (3.5%), Dried Rabbit (3.5%), Duck Fat (3.5%), Lamb Gravy (1%), Minerals, Joint Pack (Glucosamine 177.5 mg/kg, Methylsulfonylmethane 177.5 mg/kg, Chondroitin Sulphate 125 mg/kg), Mixed Herbs, Dried Apple, Burdock Root, Dried Chamomile, Dried Carrot, Dried Cranberry, Dried Dandelion, Aniseed, Fenugreek, Dried Seaweed, Dried Peppermint, Dried Spinach.",en,,,,,,,,,aadf,2025-09-12T08:53:18.509810,782970cd2a7078ac01cfe0d101ba09ba,d05bcdd0d9fec631
Canine,Canine,choice senior light,choice light,https://www.allaboutdogfood.co.uk/dog-food-reviews/1810/canine-choice-senior-light,,wet,senior,"Fresh Lamb (35%), Sweet Potato (17.5%), Pea Protein, Dehydrated Lamb (7%), Peas (7%), Apple Pulp (7%), Dehydrated Carrot (0.45% Equivalent To 4% Carrots), Hydrolyzed Lamb Liver (3%), Dehydrated Cranberry (0.08% Equivalent To 0.75% Cranberries), Chicken Fat, Brewer's Yeast, Fish Oil, Minerals, Chicory (Source of FOS), Mannan-Oligosaccharides (MOS), Camomile, Parsley, Rosehips, Sea Algae, Rosemary, Cloves, Glucosamine (350 mg/kg), Cartilage (a Source of Chondroitin 250 mg/kg), Yucca Schidigera.",en,,,,,,,,,aadf,2025-09-12T08:53:18.509948,2499623ad23670fae3109638c9932d30,a3a3736e7e415a4c
Royal Canin,Royal Canin,shih tzu puppy,shih tzu,https://www.allaboutdogfood.co.uk/dog-food-reviews/2856/royal-canin-shih-tzu-puppy,,wet,puppy,"Dehydrated Poultry Protein, Rice, Maize, Animal Fats, Vegetable Protein Isolate, Beet Pulp, Hydrolysed Animal Proteins, Fish Oil, Minerals, Soya Oil, Fructo-Oligo-Saccharides (0.34%), Hydrolysed Yeast, Borage Oil (0.1%), Yeasts Extracts, Marigold Extract.",en,,,,,,,,,aadf,2025-09-12T08:53:18.510098,676e6f5fb3e216300ad4cc214b899abc,364372bbb4eb4ef4
Acana,Acana,light and fit recipe,light and fit recipe,https://www.allaboutdogfood.co.uk/dog-food-reviews/0759/acana-light-and-fit-recipe,,raw,unknown,"Fresh Chicken (20.5%), Chicken Meal (20%), Whole Red Lentils, Whole Green Peas, Pea Fibre, Fresh Chicken Giblets 5% (Liver, Heart), Turkey Meal (5%), Herring Meal (4%), Eggs (4%), Raw Flounder (4%), Whole Chickpeas, Whole Green Lentils, Whole Yellow Peas, Pea Starch, Chicken Fat (1%), Fish Oil (1%), Raw Turkey Livers (0.5%), Salt, Dried Kelp, Fresh Whole Pumpkin, Fresh Whole Butternut Squash, Fresh Whole Carrots, Fresh Whole Apples, Fresh Whole Pears, Fresh Whole Zucchini, Dried Chicory Root, Fresh Kale, Fresh Spinach, Fresh Turnip Greens, Fresh Beet Greens, Fresh Whole Cranberries, Fresh Whole Blueberries, Fresh Whole Saskatoon Berries, Turmeric, Milk Thistle, Burdock Root, Lavender, Marshmallow Root, Rosehips.",en,,,,,,,,,aadf,2025-09-12T08:53:18.510229,ded860a5059a21963a479dd98c611292,0b07797e069b08e9
Freshpet,Freshpet,select rolls,select rolls,https://www.allaboutdogfood.co.uk/dog-food-reviews/2100/freshpet-select-rolls,,wet,unknown,"Beef (35%), Fresh Chicken (32%), Beef Liver (14%), Carrots (6%), Rice Bran, Eggs (2%), Brown Rice (2%), Peas (1%), Minerals, Garlic Powder, Celery Seed Powder.",en,,,,,,,,,aadf,2025-09-12T08:53:18.510299,ce8cd3c214b8366186386c8c355b409e,e36e3ed8da2598b8
Leader,Leader,puppy large breed,,https://www.allaboutdogfood.co.uk/dog-food-reviews/0851/leader-puppy-large-breed,,wet,puppy,"Dehydrated Chicken (30%), Brown Rice, White Rice, Chicken Fat, Dehulled Oats, Whole Linseed, Minerals, Alfalfa, Hydrolysed Liver Protein, Yeast Extract, Chicory Inulin, Dried Cranberries, Dried Beetroot, Rosemary, Glucosamine Hydrochloride, Ginger, Turmeric, Chondroitin Sulphate, Yucca Schidigera.",en,,,,,,,,,aadf,2025-09-12T08:53:18.510386,f2d7e553f9ff4ae9f71fc3d5b16759fb,d63f05024e9550cb
Hills,Hills,prescription diet a d urgent care,prescription diet a d urgent care,https://www.allaboutdogfood.co.uk/dog-food-reviews/2645/hills-prescription-diet-a-d-urgent-care,,wet,unknown,"Turkey, Pork Liver, Chicken (9%), Maize, Pork Protein Isolate, Fish Oil, Minerals, Digest, Taurine, Various Sugars, Vitamins, Dried Egg Yolk, Trace Elements.",en,,,,,,,,,aadf,2025-09-12T08:53:18.510539,8c6ce5ffd8a52bd4d723427b5de1dd81,76a75e3a399abe95
Royal Canin,Royal Canin,veterinary diet dental,veterinary diet dental,https://www.allaboutdogfood.co.uk/dog-food-reviews/1996/royal-canin-veterinary-diet-dental,,wet,adult,"Rice, Maize Flour, Dried Poultry Protein, Animal Fat, Wheat Gluten, Vegetable Fibres, Hydrolysed Animal Protein, Beet Pulp, Fish Oil, Minerals, Soya Oil, Yeast, Fructo-Oligosaccharides, Green Tea, Hydrolysed Crustaceans, Marigold Extract, Hydrolysed Pork Cartilage, Pentasodium Triphosphate (3 G/kg), Preservatives & Antioxidants.",en,,,,,,,,,aadf,2025-09-12T08:53:18.510747,2419bc8b34291f272c10096626b01cf0,910068cb41f54a76
Bosch,Bosch,adult,,https://www.allaboutdogfood.co.uk/dog-food-reviews/0920/bosch-adult,,wet,adult,"Fresh Poultry (25 %), Millet (17.5 %), Barley, Maize, Poultry Meat Meal, Rice, Hydrolysed Protein, Beet Pulp (Desugared), Fish Meal, Animal Fat, Peas, Yeast, Fish Oil, Sodium Chloride, Potassium Chloride, Green-Lipped Mussel Extract (0.1 %), Chicory (Dried), Antioxidants.",en,,,,,,,,,aadf,2025-09-12T08:53:18.510901,8d2237807d5f13eda4143004e5075259,0a52a7384a09762d
Denes,Denes,senior tins,tins,https://www.allaboutdogfood.co.uk/dog-food-reviews/0562/denes-senior-tins,,wet,senior,"Chicken 16%, Pork 10%, Rice 10%, Lamb 4%, Barley 3%, Minerals, Herbs (Peppermint, Parsley and Cumin), Seaweed.",en,,,,,,,,,aadf,2025-09-12T08:53:18.511010,c1d45001db3bd38ac4986755f09032ae,f43513042ce878a2
Aatu,Aatu,for puppies dry,for puppies,https://www.allaboutdogfood.co.uk/dog-food-reviews/1915/aatu-for-puppies-dry,,raw,adult,"Salmon (68%), Dried Salmon (17%), Sweet Potato, Apple, Chickpeas, Peas, Minerals, Prebiotic MOS, Prebiotic FOS, Tapioca, Chicory, Lucerne, Cranberry, Pear, Blueberry, Mulberry, Orange, Bilberry, Cowberry, Carrot, Tomato, Parsley, Peppermint, Spirulina, Seaweed, Oregano, Sage, Marjoram, Thyme, Chamomile, Rosehip, Stinging Nettle, Yucca, Marigold, Aniseed, Fenugreek, Cinnamon",en,,,,,,,,,aadf,2025-09-12T08:53:18.511153,426fd79b4b16b05b90571565eb889df6,6dfcfb36c6a84280
Natural,Natural,instinct special diet,instinct special diet,https://www.allaboutdogfood.co.uk/dog-food-reviews/0441/natural-instinct-special-diet,,wet,unknown,"Beef White Tripe (50%), Chicken with Bone (20%), Beef Liver (5%), Carrot, Apple, Butternut Squash, Spinach, Sea Kelp, Scottish Salmon Oil, Brewers Yeast.",en,,,,,,,,,aadf,2025-09-12T08:53:18.511238,990b569fe6452e1970626bea65598d1a,c66ae793346dd47e
Naturo,Naturo,adult mini dog pouches,mini dog pouches,https://www.allaboutdogfood.co.uk/dog-food-reviews/2159/naturo-adult-mini-dog-pouches,,wet,adult,"Duck 65%, Brown Rice 12.5%, Vegetables 10% (Potato, Carrots, Peas), Minerals, Sunflower Oil 0.75%, Salmon Oil 0.3%, Tomato Powder 0.15%, Dried Kelp 0.08%, Dried Cranberry 0.05%, Dried Blueberry 0.05%, Dried Chicory Root 0.04%, Yeast 0.04%, Dried Basil 0.016%, Yucca Powder 0.01%, Pomegranate Extract 0.002%.",en,,,,,,,,,aadf,2025-09-12T08:53:18.511371,70ef7c7b8c61d9773a8311aeab1af7c1,1dd5bb9cd741436a
Edmondsons,Edmondsons,puppy,,https://www.allaboutdogfood.co.uk/dog-food-reviews/2362/edmondsons-puppy,,dry,puppy,"Chicken Turkey & Salmon 60% (Freshly Prepared Chicken 20%, Dried Chicken 14%, Freshly Prepared Turkey 7%, Freshly Prepared
Salmon 7%, Dried Turkey 7%, Dried Salmon 3%, Chicken Stock 2%), Sweet Potato (22%), Potato, Linseed, Omega 3 Supplement, Beet Pulp, Minerals, Vitamins, Carrot (0.2%), Peas (0.07%), Glucosamine (170 mg/kg), Methylsulfonylmethane (170 mg/kg), Chondroitin Sulphate (125 mg/ Kg), Vegetable Stock, Nucleotides, FOS (96 mg/kg), MOS (24 mg/kg).",en,,,,,,,,,aadf,2025-09-12T08:53:18.511486,dbc600bff5eb7941fc9ccbba18ab1aca,17b541d9b3e2c31e
